n;price;totsp;livesp;kitsp;dist;metrdist;walk;brick;floor;code
607;138;77;45;11;10,5;10;1;0;1;7
608;103;67;43;9;15,5;7;1;0;1;1
609;117;78;45;11;13;10;0;0;1;5
610;92;63;38;8;12;10;0;0;1;7
611;103;78;54;11;12;15;1;1;0;5
612;150;92;69;8;4,5;10;1;1;1;8
613;95;63;39;8;12;10;1;0;1;7
614;135;76;45;10;6;7;0;0;1;6
615;89;64;45;6;12,5;15;1;0;1;2
616;108;80;48;8;12;10;0;0;1;7
617;96;60;43;6;13,5;10;1;0;1;6
618;129;79;47;8;10,5;15;1;0;1;7
619;104;80;45;13;13;5;0;0;1;5
620;96;60;45;6;12;5;0;0;1;7
621;82;55;36;6;10;7;1;0;0;6
622;198;110;59;13;14,5;10;1;0;1;3
623;131;78;46;10;17;5;1;0;1;2
624;145;84;53;19;15,5;15;1;0;1;1
625;107;56;32;5;7,5;7;1;1;0;3
626;88;60;44;6;12;10;0;0;0;7
627;104;77;45;10;12,7;15;1;0;0;5
628;89;60;38;6;13,5;7;1;0;1;6
629;171;96;50;18;7;5;1;0;1;4
630;84;60;45;6;13,5;7;0;0;1;6
631;165;78;54;8;9;10;1;1;1;3
632;130;65;44;9;9;5;1;0;1;4
633;139;74;52;9;10,5;7;1;0;1;7
634;91;60;44;6;14,5;7;1;0;1;2
635;85;57;39;6;11,5;7;1;0;0;6
636;175;112;78;16;7;10;1;1;1;4
637;85;58;40;5;14,5;10;0;1;1;2
638;135;72;43;9;10,5;15;1;0;0;3
639;197;101;60;15;7;7;0;1;1;4
640;99;57;42;6;6,5;7;1;1;1;5
641;165;65;45;9;9;10;1;1;1;3
642;115;75;47;8;6,5;15;1;1;0;2
643;140;77;46;10;8;10;1;0;1;1
644;104;67;43;11;12;15;1;0;1;7
645;143;85;52;9;5;8;1;1;1;4
646;160;75;47;10;9;10;1;1;0;3
647;115;80;54;12;12,7;5;0;0;1;5
648;317;135;70;20;9;2;1;0;1;3
649;130;56;42;7;14,5;3;1;1;1;3
650;85;55;35;6;12;10;1;0;1;8
651;103;64;45;7;13,5;15;1;0;1;1
652;85;60;40;7;12;5;0;0;1;7
653;72;64;43;7;6;7;1;0;1;6
654;130;78;53;13;3,5;10;1;1;1;7
655;125;75;46;10;14,5;7;0;0;1;3
656;85;60;43;6;12;5;1;1;1;7
657;150;80;53;8;9;3;1;1;1;4
658;180;71;47;7;7,5;10;1;1;1;3
659;130;109;51;16;13,5;10;0;1;1;6
660;180;83;58;10;3;10;1;1;1;1
661;97;64;45;7;13,5;10;1;0;1;1
662;115;77;44;7;12;10;1;1;1;8
663;240;81;54;8;9;3;1;1;0;3
664;155;73;49;9;10,5;15;1;1;1;3
665;130;77;45;10;12;7;1;0;1;5
666;89;51;34;6;13,5;10;0;0;1;1
667;89;65;40;8;13;7;0;0;1;5
668;167;74;43;10;14,5;7;1;0;1;2
669;74;53;34;6;10,5;7;0;1;0;3
670;190;100;50;16;7;10;1;0;1;5
671;152;73;48;8;3;15;1;1;1;1
672;93;60;43;6;17;15;0;0;1;2
673;110;75;45;10;12;5;0;1;1;5
674;130;73;47;9;11;10;1;1;1;5
675;115;64;38;8;14,5;7;1;0;1;3
676;85;50;35;6;11;8;0;0;1;8
677;140;73;44;10;10,5;5;1;1;0;3
678;90;58;42;6;10,5;15;1;1;1;3
679;116;82;44;10;12,7;15;1;0;1;5
680;145;69;47;7;3,5;10;1;1;1;7
681;100;83;48;10;12;15;0;0;0;7
682;110;80;43;10;12;15;0;0;1;7
683;105;65;47;9;12,5;5;1;0;1;2
684;110;76;45;10;14,5;15;0;0;1;3
685;201;82;55;9;13,5;7;1;0;1;1
686;145;78;47;8;11;8;1;1;1;8
687;138;65;44;9;4,5;2;1;0;1;8
688;85;64;45;6;13;5;0;0;1;5
689;189;80;52;10;7;1;1;1;1;4
690;145;72;50;7;4,5;5;1;1;0;8
691;110;57;37;7;9;1;1;1;1;4
692;90;54;42;6;17;10;1;0;1;4
693;180;71;42;8;7;15;0;0;1;4
694;115;78;44;10;12;7;1;0;1;5
695;101;55;39;6;4,5;12;1;1;0;8
696;152;108;56;15;11;5;1;1;1;5
697;160;92;69;14;4,5;10;1;1;1;8
698;170;82;52;20;5;1;1;0;1;4
699;115;78;48;10;12;10;0;0;0;7
700;75;79;47;8;17;10;0;0;1;2
701;105;65;40;8;17;10;1;0;1;2
702;240;106;60;17;4,5;10;1;1;1;8
703;180;73;46;10;7,5;3;1;1;1;3
704;140;81;50;13;15,5;2;1;0;1;1
705;114;59;39;6;3,5;5;1;0;1;7
706;96;60;40;8;12,5;10;1;0;1;2
707;110;65;40;8;12,5;5;1;0;0;2
708;137;76;50;15;11;7;1;1;1;8
709;87;60;43;6;13,5;10;0;0;1;1
710;147;77;44;10;13;2;1;0;1;5
711;153;86;55;10;6,5;5;0;1;1;2
712;108;75;54;9;17;5;1;0;0;2
713;112;68;41;10;12;10;1;0;1;7
714;113;77;46;10;13;15;1;0;1;5
715;92;60;40;6;12;10;0;0;1;7
716;75;55;36;6;11,5;10;1;1;1;6
717;94;64;38;9;12;11;0;0;1;7
718;168;105;56;12;9;5;1;0;1;3
719;85;61;43;6;12;15;1;0;1;7
720;80;54;37;6;12;7;1;1;0;7
721;175;95;48;12;10;2;1;0;0;6
722;79;51;34;6;12;7;0;0;1;7
723;118;74;44;10;12,7;4;1;0;1;5
724;149;92;50;14;10;7;1;1;1;6
725;105;68;43;9;13,5;10;1;0;1;6
726;95;63;42;8;3,5;5;1;1;1;7
727;135;80;48;8;13;7;1;0;0;5
728;112;68;44;9;7,5;7;1;0;1;8
729;110;74;45;10;12;15;0;0;1;7
730;90;57;42;6;11;5;1;1;1;5
731;135;81;44;10;14,5;7;0;0;1;3
732;130;74;50;8;10,5;5;0;1;1;7
733;99;60;39;8;12;5;0;0;1;1
734;174;130;71;16;14,5;4;0;0;1;3
735;115;78;46;10;12,7;3;1;0;1;5
736;98;70;39;9;11,5;2;1;0;0;6
737;130;84;54;8;6,5;15;1;1;1;2
738;155;64;36;8;8;7;1;1;0;1
739;75;55;36;6;13,5;15;0;1;0;1
740;102;58;40;6;10,5;5;1;1;0;3
741;93;59;38;6;13,5;10;1;1;0;6
742;80;60;44;6;13,5;10;0;0;1;6
743;68;57;37;6;13,5;15;1;0;0;6
744;147;65;46;8;3;10;1;0;1;1
745;110;63;43;9;15,5;3;1;0;0;1
746;126;119;67;17;15,5;10;1;0;0;1
747;130;83;46;10;10,5;1;1;0;1;7
748;93;64;38;8;14,5;10;1;0;1;2
749;116;66;47;8;12;10;0;0;1;7
750;95;60;43;6;17;10;1;0;1;4
751;151;86;54;10;10,5;5;0;0;1;3
752;114;83;46;12;7;10;1;0;1;4
753;75;59;43;5;13,5;10;0;0;0;6
754;115;74;54;9;11;12;1;1;0;8
755;135;74;48;10;7,5;3;1;1;0;3
756;103;63;38;9;12,5;10;1;0;1;2
757;140;78;48;11;12,7;8;1;0;1;5
758;85;59;40;5;12,5;5;0;0;1;3
759;415;152;80;17;3;5;1;0;1;1
760;118;64;43;9;10,5;7;0;0;1;3
761;105;63;43;7;10,5;15;1;0;1;3
762;100;58;30;6;17;1;1;0;1;4
763;95;82;50;10;12;10;0;0;1;5
764;116;68;43;8;6,5;10;1;1;1;5
765;120;69;45;9;7,5;5;1;0;0;8
766;93;57;40;6;3,5;7;1;1;1;7
767;98;60;47;6;14,5;7;1;1;0;3
768;125;78;44;13;12;5;1;0;1;1
769;135;80;45;10;10,5;5;0;0;1;7
770;102;60;40;8;8;5;0;1;1;1
771;87;55;36;6;3,5;10;1;1;1;7
772;118;71;41;8;12;15;0;0;1;7
773;103;74;45;8;12;5;1;1;0;8
774;120;67;46;10;9;10;1;0;1;4
775;96;63;38;8;12,5;15;1;0;1;2
776;145;73;50;9;9;7;1;1;0;3
777;118;79;45;13;15,5;10;1;0;1;1
778;129;80;46;10;12;10;0;0;1;7
779;108;79;47;8;14,5;3;0;0;0;2
780;84;62;44;7;14,5;10;0;0;1;3
781;73;77;45;10;5;7;1;0;1;4
782;190;112;55;16;7;10;1;0;1;5
783;97;76;44;10;12;10;1;0;0;5
784;144;95;62;11;10;10;1;0;1;6
785;95;60;43;6;9;5;0;0;1;4
786;245;85;54;12;9;7;1;1;1;4
787;86;59;42;5;11,5;10;1;0;1;6
788;340;121;72;13;12,5;3;1;1;1;3
789;117;82;44;10;13;2;1;0;1;5
790;115;62;38;8;11,5;5;1;0;1;6
791;118;72;43;10;12,7;2;1;0;0;5
792;115;86;67;13;13,5;15;0;0;1;6
793;220;98;60;9;4,5;10;1;1;1;8
794;95;60;37;8;12,5;15;1;0;1;2
795;118;75;46;10;17;5;1;0;1;2
796;185;86;47;8;3;3;1;1;1;1
797;93;57;43;6;10,5;15;0;0;1;3
798;90;78;45;10;13,5;10;0;0;1;6
799;125;80;45;11;12;2;1;0;1;5
800;103;75;45;10;12;5;0;1;1;5
801;117;78;44;10;12;5;1;0;1;5
802;145;74;45;10;15,5;15;1;0;1;1
803;140;66;42;8;7;2;1;1;0;4
804;107;73;47;9;17;15;0;1;0;2
805;122;81;46;13;12;15;1;0;1;5
806;100;60;39;6;17;5;1;0;1;4
807;93;62;38;7;17;3;1;0;1;4
808;95;61;43;6;12;15;1;0;0;7
809;315;118;54;12;3,5;2;1;1;1;7
810;114;75;44;10;12,7;7;1;0;1;5
811;131;74;43;10;13,5;15;1;0;1;1
812;530;150;80;15;7,5;7;1;1;1;3
813;108;66;44;7;17;5;1;0;1;4
814;93;61;38;8;13;7;0;0;1;5
815;98;79;48;10;12;10;1;1;1;5
816;125;83;53;10;5;12;1;0;0;4
817;120;59;45;6;3;3;1;0;1;1
818;130;72;44;9;6;5;1;1;1;6
819;114;76;45;10;12;15;0;0;1;7
820;115;59;39;6;10;10;1;0;0;6
821;120;67;45;7;13,5;10;1;0;1;1
822;110;60;44;6;7;5;0;0;1;4
823;145;76;44;24;12,7;2;1;0;0;5
824;137;69;44;10;9;10;1;0;1;4
825;138;86;54;10;6;5;0;1;1;6
826;111;57;40;6;9;3;1;1;1;4
827;89;64;45;7;12;5;1;0;1;5
828;105;66;44;7;13,5;7;0;0;1;1
829;95;57;42;6;6,5;7;1;1;1;5
830;220;77;49;10;7,5;5;1;1;1;8
831;107;69;45;10;12;10;1;0;1;7
832;92;59;41;6;7,5;12;1;0;1;3
833;164;101;51;15;12,7;5;1;0;1;5
834;125;78;38;11;12,7;10;1;0;1;5
835;93;64;45;7;14,5;3;1;0;1;2
836;94;64;45;7;14,5;10;0;0;1;3
837;135;73;53;8;11;15;1;1;1;8
838;105;73;45;8;11;10;1;0;0;5
839;129;72;44;10;6;5;1;0;0;6
840;95;54;36;5;3,5;15;1;1;1;7
841;140;67;46;9;8;15;1;0;1;1
842;123;70;47;8;12;7;0;0;1;7
843;82;56;39;6;10;5;1;0;1;6
844;115;65;47;8;13,5;3;1;1;1;1
845;132;80;54;10;12;10;1;0;1;1
846;240;106;71;9;9;10;1;1;1;3
847;137;83;48;12;15,5;10;1;0;1;1
848;90;64;39;9;6;5;0;1;1;6
849;98;66;44;7;11,5;10;1;0;1;6
850;115;79;45;13;13;7;0;0;1;5
851;352;108;81;16;4,5;10;1;1;1;8
852;131;79;45;12;14,5;5;0;0;1;3
853;123;77;46;10;13;10;1;0;1;5
854;85;56;36;5;10,5;15;0;0;1;3
855;195;86;60;10;9;5;0;1;1;3
856;123;81;48;9;12;20;0;0;0;7
857;110;77;46;10;12,7;7;0;0;1;5
858;137;80;50;12;10,5;15;1;1;1;3
859;170;75;55;8;9;7;1;1;1;4
860;125;63;43;6;17;5;1;1;1;4
861;200;113;64;11;13,5;10;0;0;1;6
862;170;79;52;9;9;7;1;0;1;4
863;85;57;43;6;12;12;1;1;0;7
864;120;76;49;9;3;10;1;1;0;1
865;95;58;39;6;9;5;1;0;0;4
866;122;64;46;8;12,5;7;0;0;1;3
867;179;73;47;6;3;10;1;1;1;1
868;82;57;42;5;12,7;10;1;1;1;5
869;124;79;44;13;12;10;1;0;1;1
870;150;76;45;10;9;5;0;0;1;4
871;160;84;50;9;12,7;1;1;0;1;5
872;96;59;42;6;13,5;7;1;0;1;6
873;167;74;45;11;5;10;1;0;1;4
874;173;80;50;8;6;10;1;1;1;6
875;132;78;46;14;12,5;12;1;0;0;2
876;199;70;46;8;7,5;7;1;1;1;3
877;105;64;38;8;14,5;10;0;0;1;2
878;119;68;45;8;6;10;1;0;1;6
879;117;81;46;10;12,5;10;1;0;1;2
880;250;92;57;11;9;3;1;1;1;3
881;85;53;34;6;10,5;3;1;0;1;7
882;88;60;43;6;12,5;5;1;0;1;2
883;75;56;37;5;10;10;1;0;0;6
884;170;86;56;10;12;2;1;0;1;5
885;222;134;75;16;12;5;1;0;1;7
886;95;51;34;6;12;5;0;0;1;8
887;96;65;40;8;14,5;15;1;0;0;2
888;100;77;50;6;3,5;3;1;1;1;7
889;115;67;42;9;3,5;7;1;1;1;7
890;79;60;43;5;12;10;0;0;0;7
891;108;65;40;8;17;5;1;0;1;2
892;197;70;46;7;4,5;3;1;1;1;8
893;138;95;63;9;10;10;1;0;1;6
894;102;64;47;6;17;10;1;0;1;4
895;245;83;48;12;7,5;10;1;1;1;8
896;147;80;45;13;4,5;15;1;0;1;8
897;176;86;54;8;9;10;1;1;1;4
898;127;74;45;11;12;10;0;0;0;1
899;98;58;43;6;14,5;10;0;0;1;3
900;87;54;34;6;17;1;1;0;1;4
901;149;77;45;10;13;2;1;0;1;5
902;115;78;46;10;12;15;0;0;1;7
903;145;69;43;7;3,5;3;1;1;1;7
904;82;59;38;6;13,5;5;1;0;1;6
905;79;51;34;6;13,5;10;1;0;1;6
906;86;54;36;6;9;15;0;1;0;3
907;94;72;46;10;14,5;9;0;0;1;3
908;150;76;45;10;13,5;10;1;0;1;1
909;117;76;43;10;12;5;1;0;1;5
910;82;58;35;11;12,5;10;0;0;0;3
911;95;57;41;6;4,5;7;1;1;0;8
912;95;66;39;8;14,5;15;1;0;1;2
913;100;65;41;8;14,5;5;0;0;1;2
914;140;81;50;7;12;10;1;1;0;8
915;127;76;54;6;9;5;0;0;0;4
916;150;81;55;9;9;5;0;1;0;3
917;170;78;51;9;10,5;10;1;1;1;3
918;79;54;36;6;12,5;10;0;1;1;3
919;169;84;62;10;6,5;1;1;0;1;2
920;160;75;44;10;12;5;1;0;1;8
921;117;79;45;13;14,5;7;0;0;1;3
922;112;72;51;8;6,5;5;1;1;0;5
923;140;83;47;9;10,5;5;0;1;1;3
924;165;82;54;10;6;5;1;1;1;6
925;85;58;44;6;10,5;10;1;0;0;3
926;160;69;47;8;3;10;1;1;1;1
927;118;77;43;11;7;5;0;0;1;4
928;137;70;45;8;10,5;10;1;1;1;3
929;145;80;49;11;12,5;10;0;0;1;3
930;118;80;45;13;12;15;1;0;1;5
931;105;65;39;8;17;10;1;0;0;2
932;123;74;44;12;9;7;0;0;1;4
933;91;62;38;7;13,5;7;0;0;0;6
934;145;80;53;9;6;2;1;1;1;6
935;130;72;45;10;11,5;10;1;0;0;6
936;200;87;60;15;11,5;3;1;1;1;6
937;100;76;45;10;12;15;0;0;1;7
938;160;77;42;8;6;5;0;0;1;6
939;125;66;40;10;12;20;1;0;1;8
940;115;79;46;10;12,7;10;1;0;1;5
941;95;56;42;7;3,5;10;1;1;0;7
942;94;55;41;5;13,5;10;1;1;1;1
943;105;78;45;10;13;10;0;0;1;5
944;100;64;38;8;14,5;15;0;0;1;2
945;83;53;34;6;12,5;15;1;0;1;2
946;93;70;50;9;12,5;10;1;0;0;2
947;150;68;46;9;12;5;1;1;1;8
948;105;67;48;8;13,5;15;1;0;1;6
949;110;79;46;10;13;5;1;0;1;5
950;171;90;63;10;10,5;3;1;0;1;3
951;165;76;52;9;8;2;1;1;1;1
952;87;61;42;9;13,5;10;1;0;1;6
953;85;60;40;6;13,5;5;0;0;1;6
954;95;55;42;5;10,5;5;0;1;1;3
955;179;65;45;8;9;5;1;1;1;3
956;150;81;54;9;9;5;0;1;0;3
957;268;121;60;16;7,5;5;1;0;1;3
958;115;68;46;7;14,5;15;1;0;1;3
959;185;99;67;9;9;10;1;1;0;4
960;105;66;40;8;12,5;5;1;0;1;2
961;95;59;43;6;15,5;5;0;0;1;1
962;133;65;47;8;12,5;5;1;0;1;3
963;102;58;38;6;15,5;8;1;0;1;1
964;265;136;88;14;10,5;10;1;1;1;3
965;92;59;38;6;15,5;10;1;0;1;1
966;117;61;44;6;4,5;5;1;1;1;8
967;185;68;47;8;4,5;5;1;1;1;8
968;110;63;38;8;17;10;1;0;1;2
969;170;86;59;10;17;10;0;1;1;2
970;79;59;43;6;12;10;0;0;0;7
971;115;81;50;8;13;10;1;0;1;5
972;122;96;54;12;13,5;10;0;0;0;6
973;88;72;51;9;11,5;10;0;1;1;6
974;105;60;43;6;17;5;1;0;1;4
975;120;79;44;10;13;3;1;0;1;5
976;150;74;48;12;12;5;1;0;1;8
977;125;75;45;10;13,5;10;0;0;1;6
978;120;80;45;13;12;15;1;0;1;5
979;119;75;46;10;12;7;0;0;0;7
980;89;60;42;6;12;7;0;0;1;8
981;160;77;45;10;12;15;1;0;1;8
982;155;60;40;11;7,5;5;1;1;1;3
983;96;60;45;6;12;5;0;0;1;7
984;169;77;52;8;7;3;1;1;1;4
985;125;74;46;8,5;12;5;1;0;1;5
986;119;77;45;10;13;10;0;0;1;5
987;145;75;46;10;9;15;1;0;1;4
988;84;60;43;6;14,5;5;0;0;1;3
989;98;68;44;8;10,5;10;1;0;1;7
990;130;75;45;8;11;10;1;1;1;8
991;110;76;45;10;12;5;1;0;1;5
992;95;74;45;8;14,5;5;0;1;0;2
993;95;64;45;7;17;5;1;0;1;2
994;114;73;44;10;13,5;10;0;0;0;6
995;129;64;39;9;13,5;5;0;0;1;1
996;97;72;43;10;12,7;10;0;0;1;5
997;95;60;43;6;9;5;0;0;1;4
998;95;60;46;5;10,5;5;1;0;1;7
999;129;76;48;10;12,5;5;0;0;1;3
1000;103;64;45;7;15,5;5;1;0;1;1
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
